scenario,x,y,population,hazard,vulnerability,risk_score,accessibility,service_gap_score
high_vulnerability_system,24,4,210.232408,0.087324,0.473704,8.696380,16.467148,12.035875
high_vulnerability_system,24,5,206.147207,0.098133,0.444655,8.995325,18.739515,10.443377
high_vulnerability_system,24,6,185.356392,0.113219,0.440170,9.237374,21.294725,8.313913
high_vulnerability_system,24,7,178.551181,0.134274,0.472114,11.318805,24.003775,7.140969
high_vulnerability_system,24,8,200.110728,0.163657,0.518497,16.980549,26.601531,7.249986
high_vulnerability_system,24,9,231.327544,0.204665,0.543473,25.730565,28.707411,7.786863
high_vulnerability_system,24,10,241.716383,0.261897,0.530069,33.555869,29.964693,7.806193
high_vulnerability_system,24,11,223.882617,0.341769,0.495563,37.918573,30.257382,7.162552
high_vulnerability_system,24,12,201.815541,0.453241,0.475387,43.484179,29.828834,6.546324
high_vulnerability_system,24,13,203.079307,0.608812,0.490391,60.630483,29.191099,6.726463
high_vulnerability_system,24,14,226.949336,0.825928,0.527557,98.887420,28.947191,7.578318
high_vulnerability_system,24,15,245.205073,0.995507,0.551938,134.729865,29.719592,7.982042
high_vulnerability_system,24,16,234.671665,0.730320,0.538819,92.345647,32.259573,7.055763
high_vulnerability_system,24,17,204.028645,0.540305,0.496552,54.738825,37.741161,5.266457
high_vulnerability_system,24,18,183.996206,0.404154,0.459045,34.135878,48.239821,3.736736
high_vulnerability_system,24,19,192.179196,0.306597,0.454791,26.797000,66.893568,2.830595
high_vulnerability_system,24,20,213.032350,0.236694,0.480902,24.248802,93.661759,2.250458
high_vulnerability_system,24,21,215.998312,0.186607,0.505993,20.394987,109.459947,1.955445
high_vulnerability_system,24,22,190.913714,0.150718,0.499254,14.365604,92.035620,2.052050
high_vulnerability_system,24,23,159.898035,0.125002,0.458967,9.173654,63.587497,2.475681
high_vulnerability_system,24,24,152.029049,0.106576,0.414249,6.711947,43.145666,3.443805
high_vulnerability_system,24,25,169.969605,0.093373,0.398416,6.323116,30.697414,5.362255
high_vulnerability_system,25,1,160.958317,0.068652,0.460563,5.089247,10.490838,14.007535
high_vulnerability_system,25,2,162.305673,0.072074,0.475777,5.565677,11.642287,12.838316
high_vulnerability_system,25,3,163.989093,0.076851,0.455569,5.741431,12.963412,11.744199
high_vulnerability_system,25,4,166.000442,0.083518,0.425365,5.897250,14.463845,10.734746
high_vulnerability_system,25,5,168.305902,0.092822,0.419835,6.558838,16.133720,9.823080
high_vulnerability_system,25,6,170.843483,0.105806,0.450904,8.150691,17.928139,9.025899
high_vulnerability_system,25,7,173.522588,0.123928,0.496649,10.680086,19.751134,8.362077
high_vulnerability_system,25,8,176.226590,0.149219,0.521292,13.708029,21.451281,7.849289
high_vulnerability_system,25,9,178.819249,0.184514,0.507920,16.758697,22.847726,7.498377
high_vulnerability_system,25,10,181.155310,0.233774,0.473856,20.067500,23.795796,7.305888
high_vulnerability_system,25,11,183.094730,0.302521,0.454550,25.177530,24.267482,7.246259
high_vulnerability_system,25,12,184.518785,0.398465,0.470834,34.617737,24.393739,7.266310
high_vulnerability_system,25,13,185.345249,0.532367,0.509638,50.286821,24.440262,7.285509
high_vulnerability_system,25,14,185.539360,0.719241,0.535931,71.518570,24.749702,7.205495
high_vulnerability_system,25,15,185.117924,0.980044,0.524894,95.228277,25.708416,6.931071
high_vulnerability_system,25,16,184.145527,0.838801,0.484773,74.878700,27.765399,6.401633
high_vulnerability_system,25,17,182.723877,0.618035,0.449373,50.747627,31.479324,5.625852
high_vulnerability_system,25,18,180.976930,0.459850,0.447108,37.209339,37.475131,4.703738
high_vulnerability_system,25,19,179.035060,0.346505,0.475033,29.469411,45.919483,3.815794
high_vulnerability_system,25,20,177.021098,0.265290,0.501729,23.562152,54.824599,3.171023
high_vulnerability_system,25,21,175.039970,0.207096,0.496372,17.993576,58.635442,2.935167
high_vulnerability_system,25,22,173.172481,0.165399,0.457247,13.096730,53.438541,3.181064
high_vulnerability_system,25,23,171.472916,0.135522,0.413483,9.608661,43.115211,3.886934
high_vulnerability_system,25,24,169.969605,0.114114,0.398416,7.727635,33.190154,4.971303
high_vulnerability_system,25,25,168.667518,0.098774,0.419053,6.981423,25.625927,6.334710
low_access_system,1,1,185.303886,0.376637,0.345560,24.117397,16.707958,10.464441
low_access_system,1,2,191.597480,0.501902,0.327969,31.538596,20.687050,8.834649
low_access_system,1,3,177.211634,0.676724,0.306628,36.771817,25.651708,6.649166
low_access_system,1,4,159.739521,0.920708,0.306226,45.037758,31.213031,4.958848
low_access_system,1,5,159.733806,0.892491,0.332247,47.365451,36.073306,4.308593
low_access_system,1,6,181.730006,0.656506,0.365834,43.646465,38.217141,4.633943
low_access_system,1,7,209.975618,0.487415,0.381026,38.996228,36.554090,5.591285
low_access_system,1,8,222.792979,0.366256,0.368508,30.070017,32.179296,6.714819
low_access_system,1,9,212.374583,0.279442,0.344044,20.417783,27.113054,7.554305
low_access_system,1,10,191.817983,0.217237,0.333850,13.911527,22.658247,8.107870
low_access_system,1,11,182.942108,0.172665,0.350360,11.067085,19.208980,9.052516
low_access_system,1,12,196.098358,0.140728,0.380677,10.505377,16.703052,11.077093
low_access_system,1,13,220.550332,0.117844,0.398337,10.353018,14.951200,13.826567
low_access_system,1,14,234.277865,0.101447,0.387580,9.211565,13.766651,15.865335
low_access_system,1,15,224.199059,0.089698,0.357820,7.195855,12.994542,16.020464
low_access_system,1,16,198.220928,0.081280,0.335008,5.397426,12.507073,14.675343
low_access_system,1,17,178.036684,0.075248,0.337835,4.525921,12.192120,13.495684
low_access_system,1,18,179.284341,0.070925,0.360641,4.585843,11.946276,13.848333
low_access_system,1,19,197.297883,0.067828,0.378734,5.068366,11.676993,15.563460
low_access_system,1,20,211.539025,0.065609,0.371224,5.152189,11.313447,17.179514
low_access_system,1,21,204.623304,0.064019,0.340364,4.458709,10.819371,17.312537
low_access_system,1,22,178.438300,0.062880,0.309607,3.473852,10.197837,15.935069
low_access_system,1,23,152.528124,0.062064,0.302164,2.860418,9.482821,14.550293
low_access_system,1,24,146.225585,0.061479,0.319765,2.874608,8.722172,15.040424
low_access_system,1,25,160.958317,0.061059,0.341158,3.352906,7.961379,17.961333
low_access_system,2,1,191.597480,0.332532,0.327969,20.895676,19.686471,9.261970
low_access_system,2,2,155.257806,0.440349,0.307195,21.002180,25.676126,5.820103
low_access_system,2,3,172.807337,0.590819,0.307501,31.395173,34.183409,4.911614
low_access_system,2,4,210.376670,0.800818,0.334382,56.334470,45.412192,4.532789
low_access_system,2,5,178.031399,1.000000,0.368992,65.692246,57.056826,3.066502
low_access_system,2,6,184.217609,0.753041,0.385373,53.460294,62.641411,2.894619
low_access_system,2,7,228.245697,0.556585,0.374199,47.537579,57.610318,3.894292
low_access_system,2,8,201.786604,0.415819,0.351209,29.468748,46.526062,4.245809
low_access_system,2,9,195.151401,0.314955,0.342576,21.056061,35.872068,5.292662
low_access_system,2,10,240.903885,0.242684,0.360674,21.086246,27.962618,8.317752
low_access_system,2,11,221.010897,0.190898,0.392534,16.561258,22.603683,9.363407
low_access_system,2,12,200.563692,0.153793,0.411610,12.696232,19.090143,9.983189
low_access_system,2,13,242.938055,0.127206,0.402067,12.425110,16.836743,13.620091
low_access_system,2,14,229.975795,0.108155,0.373255,9.283975,15.445180,13.984389
low_access_system,2,15,196.531389,0.094504,0.351087,6.520772,14.649583,12.558250
low_access_system,2,16,231.865921,0.084724,0.354242,6.958903,14.257352,15.196996
low_access_system,2,17,227.153149,0.077715,0.377072,6.656538,14.105389,15.037888
low_access_system,2,18,184.189715,0.072693,0.394918,5.287706,14.035396,12.250407
low_access_system,2,19,210.889728,0.069095,0.386935,5.638220,13.893401,14.159944
low_access_system,2,20,216.259761,0.066517,0.355427,5.112806,13.554846,14.858265
low_access_system,2,21,168.718888,0.064670,0.323896,3.534030,12.959811,12.086044
low_access_system,2,22,186.085262,0.063346,0.315597,3.720178,12.128538,14.174104
low_access_system,2,23,202.337433,0.062397,0.332298,4.195375,11.140665,16.666091
low_access_system,2,24,154.971502,0.061718,0.352776,3.374129,10.093598,13.969454
low_access_system,2,25,162.305673,0.061231,0.352427,3.502465,9.068367,16.120357
low_access_system,3,1,177.211634,0.294570,0.306628,16.006350,22.681878,7.483006
low_access_system,3,2,172.807337,0.387369,0.307501,20.584162,31.270122,5.355026
low_access_system,3,3,196.610462,0.516881,0.335112,34.055433,45.446397,4.233062
low_access_system,3,4,179.746627,0.697628,0.370637,46.476498,68.925944,2.570528
low_access_system,3,5,216.506977,0.949882,0.388135,79.822362,101.710199,2.107940
low_access_system,3,6,188.653218,0.865198,0.378291,61.745566,121.515728,1.539829
low_access_system,3,7,235.418471,0.636950,0.356839,53.507903,102.346174,2.277960
low_access_system,3,8,198.592720,0.473403,0.349929,32.898355,70.207176,2.788942
low_access_system,3,9,251.248133,0.356216,0.369888,33.104431,47.392806,5.191849
low_access_system,3,10,207.819745,0.272248,0.403669,22.838988,33.914847,5.952188
low_access_system,3,11,261.480801,0.212082,0.424631,23.548106,26.074721,9.657747
low_access_system,3,12,214.180314,0.168972,0.416827,15.085138,21.445965,9.542041
low_access_system,3,13,263.920403,0.138082,0.389500,14.194371,18.721801,13.382166
low_access_system,3,14,216.061746,0.115948,0.368476,9.231037,17.205447,11.867973
low_access_system,3,15,257.755593,0.100088,0.372383,9.606876,16.505138,14.724568
low_access_system,3,16,213.314169,0.088725,0.395560,7.486462,16.367653,12.282268
low_access_system,3,17,244.094464,0.080582,0.413373,8.130907,16.578337,13.886095
low_access_system,3,18,207.262453,0.074748,0.405029,6.274863,16.900167,11.578800
low_access_system,3,19,225.406199,0.070567,0.372894,5.931358,17.062279,12.479388
low_access_system,3,20,199.807633,0.067572,0.340541,4.597759,16.819776,11.212691
low_access_system,3,21,204.433673,0.065425,0.331287,4.431016,16.058248,11.984447
low_access_system,3,22,192.497171,0.063887,0.346957,4.266928,14.846980,12.147247
low_access_system,3,23,183.437879,0.062785,0.366371,4.219581,13.379012,12.757335
low_access_system,3,24,186.138309,0.061996,0.364960,4.211564,11.858052,14.476400
low_access_system,3,25,163.989093,0.061430,0.337459,3.399515,10.425658,14.352704
low_access_system,4,1,159.739521,0.261897,0.306226,12.811046,25.077177,6.125645
low_access_system,4,2,210.376670,0.341769,0.334382,24.042150,36.173241,5.659358
low_access_system,4,3,179.746627,0.453241,0.370637,30.195229,57.137680,3.091741
low_access_system,4,4,193.955194,0.608812,0.389083,45.943801,101.759303,1.887471
low_access_system,4,5,232.336312,0.825928,0.380435,73.002930,199.584990,1.158294
low_access_system,4,6,195.440795,0.995507,0.360451,70.130279,297.435377,0.654885
low_access_system,4,7,233.403385,0.730320,0.355287,60.561948,200.314739,1.159395
low_access_system,4,8,248.655982,0.540305,0.377253,50.683960,103.230254,2.385641
low_access_system,4,9,217.646422,0.404154,0.413251,36.350609,59.375194,3.604898
low_access_system,4,10,267.567708,0.306597,0.436547,35.812333,39.221468,6.652361
low_access_system,4,11,254.401084,0.236694,0.431065,25.956715,29.006233,8.478275
low_access_system,4,12,237.930801,0.186607,0.405893,18.021479,23.476739,9.720691
low_access_system,4,13,282.892213,0.150718,0.386704,16.487866,20.463669,13.180049
low_access_system,4,14,244.098393,0.125002,0.392001,11.961052,18.988451,12.211971
low_access_system,4,15,246.338270,0.106576,0.416053,10.922956,18.575126,12.584250
low_access_system,4,16,271.940530,0.093373,0.434217,11.025633,18.955149,13.627587
low_access_system,4,17,219.992702,0.083913,0.425745,7.859362,19.894426,10.528774
low_access_system,4,18,241.215899,0.077134,0.393084,7.313746,21.055574,10.936732
low_access_system,4,19,240.783431,0.072277,0.359900,6.263410,21.927546,10.501928
low_access_system,4,20,193.233038,0.068797,0.349604,4.647592,21.952320,8.418889
low_access_system,4,21,227.842439,0.066303,0.364101,5.500378,20.860461,10.422582
low_access_system,4,22,202.037735,0.064517,0.382279,4.982928,18.872634,10.166631
low_access_system,4,23,173.674298,0.063236,0.379619,4.169167,16.490345,9.929724
low_access_system,4,24,210.232408,0.062319,0.350891,4.597187,14.150211,13.876533
low_access_system,4,25,166.000442,0.061662,0.315085,3.225162,12.081191,12.690010
low_access_system,5,1,159.733806,0.233774,0.332247,12.406638,26.160453,5.881117
low_access_system,5,2,178.031399,0.302521,0.368992,19.873289,38.372222,4.521751
low_access_system,5,3,216.506977,0.398465,0.388135,33.484642,62.784464,3.394353
low_access_system,5,4,232.336312,0.532367,0.380435,47.055315,121.633204,1.894563
low_access_system,5,5,216.012901,0.719241,0.361697,56.195164,297.507773,0.723642
low_access_system,5,6,204.809206,0.980044,0.358120,71.882592,590.410335,0.346306
low_access_system,5,7,229.120951,0.838801,0.382040,73.422992,298.345258,0.765407
low_access_system,5,8,268.544923,0.618035,0.420358,69.766823,123.320790,2.160097
low_access_system,5,9,280.603946,0.459850,0.446292,57.587596,65.351378,4.229060
low_access_system,5,10,260.971306,0.346505,0.443658,40.119029,41.872454,6.087156
low_access_system,5,11,248.948430,0.265290,0.421371,27.828792,30.685493,7.856858
low_access_system,5,12,270.421129,0.207096,0.404883,22.674784,24.891377,10.444448
low_access_system,5,13,300.123996,0.165399,0.412471,20.475170,21.924622,13.091775
low_access_system,5,14,297.388662,0.135522,0.438222,17.661493,20.726099,13.688084
low_access_system,5,15,264.247769,0.114114,0.457396,13.792474,20.857269,12.089697
low_access_system,5,16,242.683461,0.098774,0.449249,10.768891,22.151127,10.482576
low_access_system,5,17,254.929468,0.087783,0.416308,9.316341,24.481603,10.004452
low_access_system,5,18,272.267011,0.079907,0.382366,8.318804,27.462709,9.565745
low_access_system,5,19,256.907061,0.074264,0.370969,7.077729,30.090554,8.263187
low_access_system,5,20,216.850856,0.070221,0.384149,5.849605,30.865249,6.805246
low_access_system,5,21,195.058313,0.067324,0.400894,5.264550,28.968349,6.508811
low_access_system,5,22,208.406614,0.065248,0.396763,5.395190,25.168202,7.964117
low_access_system,5,23,223.885664,0.063760,0.366582,5.232937,20.906607,10.220006
low_access_system,5,24,206.147207,0.062694,0.329374,4.256903,17.110752,11.382587
low_access_system,5,25,168.305902,0.061930,0.310989,3.241515,14.054093,11.180076
low_access_system,6,1,181.730006,0.209569,0.365834,13.932752,25.601038,6.831688
low_access_system,6,2,184.217609,0.268740,0.385373,19.078533,36.778898,4.876204
low_access_system,6,3,188.653218,0.351320,0.378291,25.072223,57.834654,3.206498
low_access_system,6,4,195.440795,0.466570,0.360451,32.868338,102.556512,1.887286
low_access_system,6,5,204.809206,0.627414,0.358120,46.018446,200.490224,1.016472
low_access_system,6,6,216.763896,0.851890,0.383703,70.854213,298.455058,0.723861
low_access_system,6,7,231.045497,0.964837,0.424161,94.554611,201.454398,1.141222
low_access_system,6,8,247.100244,0.708344,0.452743,79.244505,104.496350,2.342263
low_access_system,6,9,264.071669,0.524559,0.453234,62.782484,60.779127,4.274448
low_access_system,6,10,280.829994,0.392871,0.434432,47.930927,40.786904,6.720526
low_access_system,6,11,296.060788,0.298513,0.421564,37.256952,30.781532,9.315498
low_access_system,6,12,308.427296,0.230902,0.432586,30.807207,25.555668,11.614368
low_access_system,6,13,316.789182,0.182456,0.461238,26.659655,23.020690,13.188180
low_access_system,6,14,320.411470,0.147744,0.482504,22.841169,22.340324,13.727807
low_access_system,6,15,319.074483,0.122871,0.475506,18.642244,23.287660,13.137309
low_access_system,6,16,313.039953,0.105049,0.442804,14.561432,26.010705,11.589478
low_access_system,6,17,302.912065,0.092279,0.408339,11.414073,30.863828,9.506455
low_access_system,6,18,289.477073,0.083129,0.395857,9.525888,37.895264,7.442476
low_access_system,6,19,273.583046,0.076573,0.407586,8.538508,45.376239,5.899207
low_access_system,6,20,256.073647,0.071875,0.422677,7.779480,48.586684,5.164162
low_access_system,6,21,237.759767,0.068509,0.416811,6.789271,44.205662,5.259513
low_access_system,6,22,219.407344,0.066097,0.384899,5.581843,35.505011,6.010335
low_access_system,6,23,201.726592,0.064369,0.346018,4.492993,27.148413,7.166535
low_access_system,6,24,185.356392,0.063130,0.326052,3.815321,20.791210,8.506017
low_access_system,6,25,170.843483,0.062243,0.334003,3.551720,16.278880,9.887416
low_access_system,7,1,209.975618,0.188735,0.381026,15.099967,23.735117,8.488968
low_access_system,7,2,228.245697,0.239664,0.374199,20.469545,32.490699,6.815197
low_access_system,7,3,235.418471,0.310741,0.356839,26.104283,46.854634,4.919450
